nombre_universidad,tipo_universidad,quintil,estado,ubicacion,fuente,convocatoria,modalidad,nota_minima,requisitos_adicionales,descripcion
Universidad Científica del Sur,Privada,2,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,FF.AA.,Medio superior,"Licencia del Servicio Militar Voluntario, medio superior en secundaria",Para licenciados del Servicio Militar Voluntario (mínimo 12 meses)
Universidad Científica del Sur,Privada,2,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Repared,Nota mínima de 12.0,"Acreditar condición de víctima de violencia 1980-2000, nota mínima 12",Para víctimas de la violencia ocurrida entre 1980-2000
Universidad Peruana Unión,Privada,2,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Ordinaria,Tercio superior,"Acreditar condición de pobreza según SISFOH, tercio superior en secundaria",Para jóvenes menores de 22 años en situación de pobreza o pobreza extrema
Universidad Peruana Unión,Privada,2,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Huallaga,Tercio superior,"Residir en el Huallaga, tercio superior en secundaria",Para jóvenes menores de 22 años residentes en el Huallaga
Universidad Peruana Unión,Privada,2,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Vraem,Tercio superior,"Residir en zonas del VRAEM, tercio superior en secundaria",Para jóvenes menores de 22 años residentes en zonas del VRAEM
Universidad Peruana Unión,Privada,2,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,EIB,Medio superior,"Dominar lengua originaria elegible, medio superior en secundaria",Para quienes dominen lenguas originarias y estudien Educación Intercultural Bilingüe
Universidad Peruana Unión,Privada,2,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Protección,Medio superior,"Acreditar tutela del Estado, medio superior en secundaria",Para jóvenes menores de 22 años que estuvieron en tutela del Estado
Universidad Peruana Unión,Privada,2,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,CNA y PA,Medio superior,Acreditar pertenencia a comunidad nativa o población afroperuana,Para peruanos de comunidades nativas amazónicas o población afroperuana
Universidad Peruana Unión,Privada,2,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,FF.AA.,Medio superior,"Licencia del Servicio Militar Voluntario, medio superior en secundaria",Para licenciados del Servicio Militar Voluntario (mínimo 12 meses)
Universidad Peruana Unión,Privada,2,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Repared,Nota mínima de 12.0,"Acreditar condición de víctima de violencia 1980-2000, nota mínima 12",Para víctimas de la violencia ocurrida entre 1980-2000
Universidad Peruana Cayetano Heredia,Privada,2,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Ordinaria,Tercio superior,"Acreditar condición de pobreza según SISFOH, tercio superior en secundaria",Para jóvenes menores de 22 años en situación de pobreza o pobreza extrema
Universidad Peruana Cayetano Heredia,Privada,2,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Huallaga,Tercio superior,"Residir en el Huallaga, tercio superior en secundaria",Para jóvenes menores de 22 años residentes en el Huallaga
Universidad Peruana Cayetano Heredia,Privada,2,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Vraem,Tercio superior,"Residir en zonas del VRAEM, tercio superior en secundaria",Para jóvenes menores de 22 años residentes en zonas del VRAEM
Universidad Peruana Cayetano Heredia,Privada,2,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,EIB,Medio superior,"Dominar lengua originaria elegible, medio superior en secundaria",Para quienes dominen lenguas originarias y estudien Educación Intercultural Bilingüe
Universidad Peruana Cayetano Heredia,Privada,2,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Protección,Medio superior,"Acreditar tutela del Estado, medio superior en secundaria",Para jóvenes menores de 22 años que estuvieron en tutela del Estado
Universidad Peruana Cayetano Heredia,Privada,2,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,CNA y PA,Medio superior,Acreditar pertenencia a comunidad nativa o población afroperuana,Para peruanos de comunidades nativas amazónicas o población afroperuana
Universidad Peruana Cayetano Heredia,Privada,2,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,FF.AA.,Medio superior,"Licencia del Servicio Militar Voluntario, medio superior en secundaria",Para licenciados del Servicio Militar Voluntario (mínimo 12 meses)
Universidad Peruana Cayetano Heredia,Privada,2,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Repared,Nota mínima de 12.0,"Acreditar condición de víctima de violencia 1980-2000, nota mínima 12",Para víctimas de la violencia ocurrida entre 1980-2000
Universidad San Ignacio de Loyola,Privada,2,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Ordinaria,Tercio superior,"Acreditar condición de pobreza según SISFOH, tercio superior en secundaria",Para jóvenes menores de 22 años en situación de pobreza o pobreza extrema
Universidad San Ignacio de Loyola,Privada,2,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Huallaga,Tercio superior,"Residir en el Huallaga, tercio superior en secundaria",Para jóvenes menores de 22 años residentes en el Huallaga
Universidad San Ignacio de Loyola,Privada,2,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Vraem,Tercio superior,"Residir en zonas del VRAEM, tercio superior en secundaria",Para jóvenes menores de 22 años residentes en zonas del VRAEM
Universidad San Ignacio de Loyola,Privada,2,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,EIB,Medio superior,"Dominar lengua originaria elegible, medio superior en secundaria",Para quienes dominen lenguas originarias y estudien Educación Intercultural Bilingüe
Universidad San Ignacio de Loyola,Privada,2,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Protección,Medio superior,"Acreditar tutela del Estado, medio superior en secundaria",Para jóvenes menores de 22 años que estuvieron en tutela del Estado
Universidad San Ignacio de Loyola,Privada,2,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,CNA y PA,Medio superior,Acreditar pertenencia a comunidad nativa o población afroperuana,Para peruanos de comunidades nativas amazónicas o población afroperuana
Universidad San Ignacio de Loyola,Privada,2,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,FF.AA.,Medio superior,"Licencia del Servicio Militar Voluntario, medio superior en secundaria",Para licenciados del Servicio Militar Voluntario (mínimo 12 meses)
Universidad San Ignacio de Loyola,Privada,2,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Repared,Nota mínima de 12.0,"Acreditar condición de víctima de violencia 1980-2000, nota mínima 12",Para víctimas de la violencia ocurrida entre 1980-2000
Universidad Privada Antenor Orrego,Privada,2,Licenciada,Trujillo,Lista oficial PRONABEC 2025,2025,Ordinaria,Tercio superior,"Acreditar condición de pobreza según SISFOH, tercio superior en secundaria",Para jóvenes menores de 22 años en situación de pobreza o pobreza extrema
Universidad Privada Antenor Orrego,Privada,2,Licenciada,Trujillo,Lista oficial PRONABEC 2025,2025,Huallaga,Tercio superior,"Residir en el Huallaga, tercio superior en secundaria",Para jóvenes menores de 22 años residentes en el Huallaga
Universidad Privada Antenor Orrego,Privada,2,Licenciada,Trujillo,Lista oficial PRONABEC 2025,2025,Vraem,Tercio superior,"Residir en zonas del VRAEM, tercio superior en secundaria",Para jóvenes menores de 22 años residentes en zonas del VRAEM
Universidad Privada Antenor Orrego,Privada,2,Licenciada,Trujillo,Lista oficial PRONABEC 2025,2025,EIB,Medio superior,"Dominar lengua originaria elegible, medio superior en secundaria",Para quienes dominen lenguas originarias y estudien Educación Intercultural Bilingüe
Universidad Privada Antenor Orrego,Privada,2,Licenciada,Trujillo,Lista oficial PRONABEC 2025,2025,Protección,Medio superior,"Acreditar tutela del Estado, medio superior en secundaria",Para jóvenes menores de 22 años que estuvieron en tutela del Estado
Universidad Privada Antenor Orrego,Privada,2,Licenciada,Trujillo,Lista oficial PRONABEC 2025,2025,CNA y PA,Medio superior,Acreditar pertenencia a comunidad nativa o población afroperuana,Para peruanos de comunidades nativas amazónicas o población afroperuana
Universidad Privada Antenor Orrego,Privada,2,Licenciada,Trujillo,Lista oficial PRONABEC 2025,2025,FF.AA.,Medio superior,"Licencia del Servicio Militar Voluntario, medio superior en secundaria",Para licenciados del Servicio Militar Voluntario (mínimo 12 meses)
Universidad Privada Antenor Orrego,Privada,2,Licenciada,Trujillo,Lista oficial PRONABEC 2025,2025,Repared,Nota mínima de 12.0,"Acreditar condición de víctima de violencia 1980-2000, nota mínima 12",Para víctimas de la violencia ocurrida entre 1980-2000
Universidad César Vallejo,Privada,2,Licenciada,Trujillo,Lista oficial PRONABEC 2025,2025,Ordinaria,Tercio superior,"Acreditar condición de pobreza según SISFOH, tercio superior en secundaria",Para jóvenes menores de 22 años en situación de pobreza o pobreza extrema
Universidad César Vallejo,Privada,2,Licenciada,Trujillo,Lista oficial PRONABEC 2025,2025,Huallaga,Tercio superior,"Residir en el Huallaga, tercio superior en secundaria",Para jóvenes menores de 22 años residentes en el Huallaga
Universidad César Vallejo,Privada,2,Licenciada,Trujillo,Lista oficial PRONABEC 2025,2025,Vraem,Tercio superior,"Residir en zonas del VRAEM, tercio superior en secundaria",Para jóvenes menores de 22 años residentes en zonas del VRAEM
Universidad César Vallejo,Privada,2,Licenciada,Trujillo,Lista oficial PRONABEC 2025,2025,EIB,Medio superior,"Dominar lengua originaria elegible, medio superior en secundaria",Para quienes dominen lenguas originarias y estudien Educación Intercultural Bilingüe
Universidad César Vallejo,Privada,2,Licenciada,Trujillo,Lista oficial PRONABEC 2025,2025,Protección,Medio superior,"Acreditar tutela del Estado, medio superior en secundaria",Para jóvenes menores de 22 años que estuvieron en tutela del Estado
Universidad César Vallejo,Privada,2,Licenciada,Trujillo,Lista oficial PRONABEC 2025,2025,CNA y PA,Medio superior,Acreditar pertenencia a comunidad nativa o población afroperuana,Para peruanos de comunidades nativas amazónicas o población afroperuana
Universidad César Vallejo,Privada,2,Licenciada,Trujillo,Lista oficial PRONABEC 2025,2025,FF.AA.,Medio superior,"Licencia del Servicio Militar Voluntario, medio superior en secundaria",Para licenciados del Servicio Militar Voluntario (mínimo 12 meses)
Universidad César Vallejo,Privada,2,Licenciada,Trujillo,Lista oficial PRONABEC 2025,2025,Repared,Nota mínima de 12.0,"Acreditar condición de víctima de violencia 1980-2000, nota mínima 12",Para víctimas de la violencia ocurrida entre 1980-2000
Universidad Marcelino Champagnat,Privada,2,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Ordinaria,Tercio superior,"Acreditar condición de pobreza según SISFOH, tercio superior en secundaria",Para jóvenes menores de 22 años en situación de pobreza o pobreza extrema
Universidad Marcelino Champagnat,Privada,2,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Huallaga,Tercio superior,"Residir en el Huallaga, tercio superior en secundaria",Para jóvenes menores de 22 años residentes en el Huallaga
Universidad Marcelino Champagnat,Privada,2,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Vraem,Tercio superior,"Residir en zonas del VRAEM, tercio superior en secundaria",Para jóvenes menores de 22 años residentes en zonas del VRAEM
Universidad Marcelino Champagnat,Privada,2,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,EIB,Medio superior,"Dominar lengua originaria elegible, medio superior en secundaria",Para quienes dominen lenguas originarias y estudien Educación Intercultural Bilingüe
Universidad Marcelino Champagnat,Privada,2,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Protección,Medio superior,"Acreditar tutela del Estado, medio superior en secundaria",Para jóvenes menores de 22 años que estuvieron en tutela del Estado
Universidad Marcelino Champagnat,Privada,2,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,CNA y PA,Medio superior,Acreditar pertenencia a comunidad nativa o población afroperuana,Para peruanos de comunidades nativas amazónicas o población afroperuana
Universidad Marcelino Champagnat,Privada,2,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,FF.AA.,Medio superior,"Licencia del Servicio Militar Voluntario, medio superior en secundaria",Para licenciados del Servicio Militar Voluntario (mínimo 12 meses)
Universidad Marcelino Champagnat,Privada,2,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Repared,Nota mínima de 12.0,"Acreditar condición de víctima de violencia 1980-2000, nota mínima 12",Para víctimas de la violencia ocurrida entre 1980-2000
Universidad Privada San Juan Bautista,Privada,2,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Ordinaria,Tercio superior,"Acreditar condición de pobreza según SISFOH, tercio superior en secundaria",Para jóvenes menores de 22 años en situación de pobreza o pobreza extrema
Universidad Privada San Juan Bautista,Privada,2,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Huallaga,Tercio superior,"Residir en el Huallaga, tercio superior en secundaria",Para jóvenes menores de 22 años residentes en el Huallaga
Universidad Privada San Juan Bautista,Privada,2,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Vraem,Tercio superior,"Residir en zonas del VRAEM, tercio superior en secundaria",Para jóvenes menores de 22 años residentes en zonas del VRAEM
Universidad Privada San Juan Bautista,Privada,2,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,EIB,Medio superior,"Dominar lengua originaria elegible, medio superior en secundaria",Para quienes dominen lenguas originarias y estudien Educación Intercultural Bilingüe
Universidad Privada San Juan Bautista,Privada,2,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Protección,Medio superior,"Acreditar tutela del Estado, medio superior en secundaria",Para jóvenes menores de 22 años que estuvieron en tutela del Estado
Universidad Privada San Juan Bautista,Privada,2,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,CNA y PA,Medio superior,Acreditar pertenencia a comunidad nativa o población afroperuana,Para peruanos de comunidades nativas amazónicas o población afroperuana
Universidad Privada San Juan Bautista,Privada,2,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,FF.AA.,Medio superior,"Licencia del Servicio Militar Voluntario, medio superior en secundaria",Para licenciados del Servicio Militar Voluntario (mínimo 12 meses)
Universidad Privada San Juan Bautista,Privada,2,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Repared,Nota mínima de 12.0,"Acreditar condición de víctima de violencia 1980-2000, nota mínima 12",Para víctimas de la violencia ocurrida entre 1980-2000
Universidad de Lima,Privada,2,Licenciada,,Lista oficial PRONABEC 2025,2025,Ordinaria,Tercio superior,"Acreditar condición de pobreza según SISFOH, tercio superior en secundaria",Para jóvenes menores de 22 años en situación de pobreza o pobreza extrema
Universidad de Lima,Privada,2,Licenciada,,Lista oficial PRONABEC 2025,2025,Huallaga,Tercio superior,"Residir en el Huallaga, tercio superior en secundaria",Para jóvenes menores de 22 años residentes en el Huallaga
